employee_name,product_name,category,date,subtotal,tax_amount,total_amount,payment_method,discount_amount,promo_name,quantity,price_per_unit
Alice,Croissant Hot Dog,Hot Foods,2025-01-01 15:53:20,1.5,0.09,1.59,Cash,1.5,WINTER SPECIAL,1,3.0
Grace,Starbucks Mocha,Drinks,2025-01-01 17:46:40,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Daring Donut,Donut,2025-01-01 21:53:02,4.0,0.25,4.25,Cash,0.0,,4,1.0
Bob,Croissant Hot Dog,Hot Foods,2025-01-01 07:37:11,6.0,0.38,6.38,Card,6.0,BOGO,4,3.0
Bob,Starbucks Caramel,Drinks,2025-01-01 07:37:11,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Bob,Chocolate Donut Hole,Donut,2025-01-01 07:37:11,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Bob,Chocolate Sprinkle,Donut,2025-01-01 07:37:11,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Bob,Boston Creme,Donut,2025-01-01 17:27:27,2.0,0.12,2.12,Cash,0.0,,2,1.0
Bob,Coke,Drinks,2025-01-01 17:27:27,6.0,0.38,6.38,Cash,0.0,,3,2.0
Bob,Strawberry,Donut,2025-01-01 17:27:27,1.0,0.06,1.06,Cash,0.0,,1,1.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-01 17:27:27,1.0,0.06,1.06,Cash,0.0,,1,1.0
Bob,Strawberry,Donut,2025-01-01 17:27:27,1.0,0.06,1.06,Cash,0.0,,1,1.0
Grace,Glaze Donut Hole,Donut,2025-01-01 20:19:12,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Grace,Donut Odyssey,Donut,2025-01-01 20:19:12,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Grace,Strawberry,Donut,2025-01-01 20:19:12,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Grace,Frosted Donut,Donut,2025-01-01 20:19:12,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Hannah,Starbucks Caramel,Drinks,2025-01-01 18:04:46,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Chocolate,Donut,2025-01-01 12:04:54,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Redbull,Drinks,2025-01-01 16:10:20,6.0,0.38,6.38,Card,0.0,,3,2.0
Grace,Glaze,Donut,2025-01-01 16:10:20,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Tropicana,Drinks,2025-01-01 12:32:33,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Grace,Starbucks Mocha,Drinks,2025-01-01 22:05:27,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-01 20:22:36,3.0,0.19,3.19,Cash,0.0,,1,3.0
Charlie,Cinnamon Swirl,Donut,2025-01-01 20:22:36,1.0,0.06,1.06,Cash,0.0,,1,1.0
Charlie,Frosted Donut,Donut,2025-01-01 20:22:36,2.0,0.12,2.12,Cash,0.0,,2,1.0
Charlie,Boston Creme,Donut,2025-01-01 20:22:36,1.0,0.06,1.06,Cash,0.0,,1,1.0
Charlie,Ham and Cheese,Hot Foods,2025-01-01 20:22:36,6.0,0.38,6.38,Cash,0.0,,2,3.0
Alice,Starbucks Caramel,Drinks,2025-01-01 00:50:44,8.0,0.5,8.5,Card,0.0,,4,2.0
Alice,Daring Donut,Donut,2025-01-01 00:50:44,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Cinnamon Swirl,Donut,2025-01-01 00:50:44,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Cinnamon Swirl,Donut,2025-01-01 00:50:44,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Chocolate,Donut,2025-01-01 00:50:44,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Coke,Drinks,2025-01-01 07:38:25,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Strawberry,Donut,2025-01-01 07:38:25,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Blueberry Donut Hole,Donut,2025-01-01 11:00:53,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Glaze Donut Hole,Donut,2025-01-01 11:00:53,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Chocolate Donut Hole,Donut,2025-01-01 11:00:53,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-01 11:00:53,9.0,0.56,9.56,Card,0.0,,3,3.0
Charlie,Glaze Donut Hole,Donut,2025-01-01 14:22:14,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-01 14:22:14,9.0,0.56,9.56,Card,0.0,,3,3.0
Charlie,Glaze,Donut,2025-01-01 14:22:14,2.0,0.12,2.12,Card,0.0,,2,1.0
Charlie,Daring Donut,Donut,2025-01-01 14:22:14,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Chocolate,Donut,2025-01-01 14:22:14,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Coke,Drinks,2025-01-01 01:37:49,6.0,0.38,6.38,Card,0.0,,3,2.0
Frank,Blueberry Donut Hole,Donut,2025-01-01 01:37:49,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Jalapeno Hot Dog,Hot Foods,2025-01-01 01:51:56,9.0,0.56,9.56,Card,0.0,,3,3.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-01 09:50:16,3.0,0.19,3.19,Card,0.0,,1,3.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-01 09:50:16,6.0,0.38,6.38,Card,0.0,,2,3.0
Frank,Boston Creme,Donut,2025-01-01 09:50:16,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Starbucks Caramel,Drinks,2025-01-01 09:50:16,8.0,0.5,8.5,Card,0.0,,4,2.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-01 09:50:16,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Coffee,Drinks,2025-01-01 23:04:33,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Charlie,Blueberry,Donut,2025-01-01 23:04:33,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Charlie,Donut Odyssey,Donut,2025-01-01 23:04:33,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Charlie,Frosted Donut Sprinkle,Donut,2025-01-01 23:04:33,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Charlie,Biscuits,Hot Foods,2025-01-01 23:04:33,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Grace,Daring Donut,Donut,2025-01-01 22:54:15,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Redbull,Drinks,2025-01-01 22:54:15,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Glaze,Donut,2025-01-01 22:54:15,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Blueberry Donut Hole,Donut,2025-01-01 02:31:02,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Alice,Diet Coke,Drinks,2025-01-01 02:31:02,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Croissant Hot Dog,Hot Foods,2025-01-01 02:31:02,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-01 20:04:17,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,2,3.0
Hannah,Small Hot Dog,Hot Foods,2025-01-01 20:04:17,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,1,3.0
Hannah,Starbucks Caramel,Drinks,2025-01-01 20:04:17,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Hannah,Redbull,Drinks,2025-01-01 20:04:17,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Charlie,Blueberry,Donut,2025-01-01 11:25:45,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Blueberry,Donut,2025-01-01 11:25:45,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Sprite,Drinks,2025-01-01 14:56:21,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,2,2.0
Frank,Small Hot Dog,Hot Foods,2025-01-01 14:56:21,6.0,0.38,6.38,Cash,6.0,WINTER SPECIAL,4,3.0
Frank,Strawberry,Donut,2025-01-01 14:56:21,0.5,0.03,0.53,Cash,0.5,WINTER SPECIAL,1,1.0
Hannah,Starbucks Caramel,Drinks,2025-01-01 07:48:34,8.0,0.5,8.5,Cash,0.0,,4,2.0
Hannah,Daring Donut,Donut,2025-01-01 07:48:34,2.0,0.12,2.12,Cash,0.0,,2,1.0
Hannah,Chocolate Donut Hole,Donut,2025-01-01 07:48:34,2.0,0.12,2.12,Cash,0.0,,2,1.0
Hannah,Starbucks Mocha,Drinks,2025-01-01 07:48:34,4.0,0.25,4.25,Cash,0.0,,2,2.0
Hannah,Blueberry Donut Hole,Donut,2025-01-01 07:48:34,4.0,0.25,4.25,Cash,0.0,,4,1.0
Bob,Redbull,Drinks,2025-01-01 22:13:23,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Bob,Daring Donut,Donut,2025-01-01 22:13:23,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-01 06:02:46,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Frank,Starbucks Caramel,Drinks,2025-01-01 06:02:46,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Frank,Donut Odyssey,Donut,2025-01-01 06:02:46,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Frank,Cinnamon Swirl,Donut,2025-01-01 18:14:24,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Boston Creme,Donut,2025-01-01 18:14:24,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Coke,Drinks,2025-01-01 18:14:24,4.0,0.25,4.25,Card,0.0,,2,2.0
Frank,Biscuits,Hot Foods,2025-01-01 18:14:24,6.0,0.38,6.38,Card,0.0,,2,3.0
Frank,Tropicana,Drinks,2025-01-01 18:14:24,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Chocolate Donut Hole,Donut,2025-01-01 11:24:16,3.0,0.19,3.19,Card,0.0,,3,1.0
Bob,Blueberry,Donut,2025-01-01 11:24:16,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Glaze,Donut,2025-01-01 11:24:16,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Coke,Drinks,2025-01-01 11:24:16,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Coffee,Drinks,2025-01-01 11:24:16,6.0,0.38,6.38,Card,0.0,,3,2.0
Bob,Jalapeno Hot Dog,Hot Foods,2025-01-01 03:46:21,12.0,0.75,12.75,Card,0.0,,4,3.0
Bob,Ham and Cheese,Hot Foods,2025-01-01 03:46:21,9.0,0.56,9.56,Card,0.0,,3,3.0
Bob,Daring Donut,Donut,2025-01-01 09:40:36,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Chocolate Donut Hole,Donut,2025-01-01 09:40:36,3.0,0.19,3.19,Card,0.0,,3,1.0
Bob,Chocolate,Donut,2025-01-01 09:40:36,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Biscuits,Hot Foods,2025-01-01 09:40:36,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Biscuits,Hot Foods,2025-01-01 04:56:32,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Charlie,Biscuits,Hot Foods,2025-01-01 04:56:32,6.0,0.38,6.38,Card,6.0,BOGO,4,3.0
Charlie,Cinnamon Swirl,Donut,2025-01-01 04:56:32,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Charlie,Tropicana,Drinks,2025-01-01 04:56:32,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Charlie,Strawberry,Donut,2025-01-01 04:56:32,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Alice,Small Hot Dog,Hot Foods,2025-01-01 23:54:08,12.0,0.75,12.75,Card,0.0,,4,3.0
Alice,Frosted Donut,Donut,2025-01-01 23:54:08,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Glaze,Donut,2025-01-01 23:54:08,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-01 05:01:19,3.0,0.19,3.19,Cash,3.0,BOGO,2,3.0
Hannah,Strawberry,Donut,2025-01-01 05:01:19,1.0,0.06,1.06,Cash,0.0,BOGO,1,1.0
Hannah,Diet Coke,Drinks,2025-01-01 05:01:19,4.0,0.25,4.25,Cash,0.0,BOGO,2,2.0
Hannah,Glaze,Donut,2025-01-01 05:01:19,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Alice,Chocolate,Donut,2025-01-01 05:50:56,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Cinnamon Swirl,Donut,2025-01-01 05:50:56,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Coke,Drinks,2025-01-01 11:04:05,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Redbull,Drinks,2025-01-01 11:04:05,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Diet Coke,Drinks,2025-01-01 16:11:46,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Alice,Diet Coke,Drinks,2025-01-01 10:35:12,8.0,0.5,8.5,Card,0.0,,4,2.0
Alice,Redbull,Drinks,2025-01-01 10:35:12,4.0,0.25,4.25,Card,0.0,,2,2.0
Alice,Blueberry,Donut,2025-01-01 10:35:12,1.0,0.06,1.06,Card,0.0,,1,1.0
Charlie,Starbucks Caramel,Drinks,2025-01-01 22:09:43,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Blueberry Donut Hole,Donut,2025-01-01 22:09:43,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-01 04:08:16,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-01 02:29:30,2.0,0.12,2.12,Cash,0.0,,2,1.0
Grace,Croissant Hot Dog,Hot Foods,2025-01-01 13:52:55,4.5,0.28,4.78,Cash,4.5,WINTER SPECIAL,3,3.0
Grace,Strawberry,Donut,2025-01-01 13:52:55,0.5,0.03,0.53,Cash,0.5,WINTER SPECIAL,1,1.0
Grace,Small Hot Dog,Hot Foods,2025-01-01 13:52:55,6.0,0.38,6.38,Cash,6.0,WINTER SPECIAL,4,3.0
Grace,Sprite,Drinks,2025-01-01 21:59:28,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Grace,Chocolate,Donut,2025-01-01 21:59:28,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Grace,Jalapeno Hot Dog,Hot Foods,2025-01-01 21:59:28,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,1,3.0
Hannah,Blueberry Donut Hole,Donut,2025-01-01 04:04:18,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Blueberry,Donut,2025-01-01 04:04:18,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Chocolate Sprinkle,Donut,2025-01-01 04:04:18,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Boston Creme,Donut,2025-01-01 17:39:07,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Cinnamon Swirl,Donut,2025-01-01 17:39:07,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-01 17:39:07,3.0,0.19,3.19,Card,0.0,,1,3.0
Charlie,Daring Donut,Donut,2025-01-01 16:32:46,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Sprite,Drinks,2025-01-01 16:32:46,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-01 18:05:05,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Glaze Donut Hole,Donut,2025-01-01 18:05:05,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Redbull,Drinks,2025-01-01 18:05:05,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Glaze,Donut,2025-01-01 14:28:32,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Diet Coke,Drinks,2025-01-01 14:28:32,4.0,0.25,4.25,Card,0.0,,2,2.0
Hannah,Coke,Drinks,2025-01-01 14:28:32,2.0,0.12,2.12,Card,0.0,,1,2.0
Hannah,Redbull,Drinks,2025-01-01 14:28:32,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Blueberry,Donut,2025-01-01 04:26:54,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Coffee,Drinks,2025-01-01 04:58:09,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Diet Coke,Drinks,2025-01-01 03:44:23,2.0,0.12,2.12,Card,0.0,,1,2.0
Hannah,Donut Odyssey,Donut,2025-01-01 03:44:23,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Small Hot Dog,Hot Foods,2025-01-01 03:44:23,9.0,0.56,9.56,Card,0.0,,3,3.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-01 03:44:23,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Redbull,Drinks,2025-01-01 11:44:01,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Tropicana,Drinks,2025-01-01 11:44:01,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Coke,Drinks,2025-01-01 11:44:01,6.0,0.38,6.38,Card,0.0,,3,2.0
Frank,Ham and Cheese,Hot Foods,2025-01-01 04:19:10,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Frank,Ham and Cheese,Hot Foods,2025-01-01 04:19:10,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Bob,Coffee,Drinks,2025-01-01 13:42:11,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Biscuits,Hot Foods,2025-01-01 13:42:11,3.0,0.19,3.19,Card,0.0,,1,3.0
Frank,Diet Coke,Drinks,2025-01-01 14:39:59,8.0,0.5,8.5,Cash,0.0,,4,2.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-01 14:39:59,3.0,0.19,3.19,Cash,0.0,,1,3.0
Frank,Cinnamon Swirl,Donut,2025-01-01 14:39:59,4.0,0.25,4.25,Cash,0.0,,4,1.0
Hannah,Small Hot Dog,Hot Foods,2025-01-01 04:07:41,6.0,0.38,6.38,Card,0.0,,2,3.0
Alice,Frosted Donut,Donut,2025-01-01 18:28:13,2.0,0.12,2.12,Cash,0.0,,2,1.0
Alice,Biscuits,Hot Foods,2025-01-01 04:20:25,9.0,0.56,9.56,Card,0.0,,3,3.0
Alice,Daring Donut,Donut,2025-01-01 04:20:25,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Chocolate Sprinkle,Donut,2025-01-01 04:20:25,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Chocolate Donut Hole,Donut,2025-01-01 04:20:25,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Daring Donut,Donut,2025-01-02 14:20:46,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Bob,Biscuits,Hot Foods,2025-01-02 20:25:40,9.0,0.56,9.56,Card,0.0,,3,3.0
Bob,Boston Creme,Donut,2025-01-02 20:25:40,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Frosted Donut,Donut,2025-01-02 20:25:40,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Strawberry,Donut,2025-01-02 06:17:26,3.0,0.19,3.19,Cash,0.0,,3,1.0
Hannah,Chocolate Sprinkle,Donut,2025-01-02 06:17:26,4.0,0.25,4.25,Cash,0.0,,4,1.0
Grace,Sprite,Drinks,2025-01-02 18:53:23,8.0,0.5,8.5,Card,0.0,,4,2.0
Alice,Donut Odyssey,Donut,2025-01-02 00:48:28,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Alice,Blueberry Donut Hole,Donut,2025-01-02 00:48:28,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Alice,Sprite,Drinks,2025-01-02 00:48:28,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Redbull,Drinks,2025-01-02 16:19:40,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Frosted Donut Sprinkle,Donut,2025-01-02 07:48:06,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Starbucks Caramel,Drinks,2025-01-02 23:18:31,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Jalapeno Hot Dog,Hot Foods,2025-01-02 23:18:31,12.0,0.75,12.75,Card,0.0,,4,3.0
Hannah,Strawberry,Donut,2025-01-02 23:18:31,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Coke,Drinks,2025-01-02 23:18:31,4.0,0.25,4.25,Card,0.0,,2,2.0
Hannah,Chocolate,Donut,2025-01-02 23:18:31,1.0,0.06,1.06,Card,0.0,,1,1.0
Grace,Daring Donut,Donut,2025-01-02 13:50:46,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Sprite,Drinks,2025-01-02 13:50:46,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Donut Odyssey,Donut,2025-01-02 05:50:03,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Frank,Tropicana,Drinks,2025-01-02 09:09:18,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Frank,Coffee,Drinks,2025-01-02 09:09:18,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Alice,Chocolate Donut Hole,Donut,2025-01-02 17:06:28,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Hannah,Ham and Cheese,Hot Foods,2025-01-02 07:53:56,9.0,0.56,9.56,Card,0.0,,3,3.0
Hannah,Tropicana,Drinks,2025-01-02 07:53:56,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Blueberry,Donut,2025-01-02 07:53:56,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Daring Donut,Donut,2025-01-02 07:53:56,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-02 07:53:56,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Blueberry,Donut,2025-01-02 23:13:31,2.0,0.12,2.12,Cash,0.0,,2,1.0
Charlie,Chocolate Donut Hole,Donut,2025-01-02 23:13:31,1.0,0.06,1.06,Cash,0.0,,1,1.0
Charlie,Starbucks Mocha,Drinks,2025-01-02 23:13:31,4.0,0.25,4.25,Cash,0.0,,2,2.0
Grace,Cinnamon Swirl,Donut,2025-01-02 22:47:17,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Grace,Tropicana,Drinks,2025-01-02 22:47:17,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Charlie,Chocolate Donut Hole,Donut,2025-01-02 18:35:28,1.0,0.06,1.06,Card,0.0,,1,1.0
Charlie,Coke,Drinks,2025-01-02 18:35:28,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Blueberry Donut Hole,Donut,2025-01-02 18:35:28,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Blueberry Donut Hole,Donut,2025-01-02 18:35:28,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Boston Creme,Donut,2025-01-02 01:02:22,4.0,0.25,4.25,Cash,0.0,,4,1.0
Bob,Ham and Cheese,Hot Foods,2025-01-02 01:02:22,6.0,0.38,6.38,Cash,0.0,,2,3.0
Bob,Glaze,Donut,2025-01-02 01:02:22,1.0,0.06,1.06,Cash,0.0,,1,1.0
Bob,Strawberry,Donut,2025-01-02 01:02:22,2.0,0.12,2.12,Cash,0.0,,2,1.0
Bob,Biscuits,Hot Foods,2025-01-02 20:43:34,3.0,0.19,3.19,Cash,0.0,,1,3.0
Bob,Redbull,Drinks,2025-01-02 20:43:34,4.0,0.25,4.25,Cash,0.0,,2,2.0
Bob,Starbucks Mocha,Drinks,2025-01-02 20:43:34,4.0,0.25,4.25,Cash,0.0,,2,2.0
Bob,Diet Coke,Drinks,2025-01-02 20:43:34,8.0,0.5,8.5,Cash,0.0,,4,2.0
Charlie,Frosted Donut,Donut,2025-01-02 13:22:31,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Blueberry,Donut,2025-01-02 07:01:44,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-02 13:03:25,3.0,0.19,3.19,Cash,0.0,,1,3.0
Frank,Blueberry,Donut,2025-01-02 13:03:25,3.0,0.19,3.19,Cash,0.0,,3,1.0
Bob,Ham and Cheese,Hot Foods,2025-01-02 05:17:20,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,1,3.0
Bob,Sprite,Drinks,2025-01-02 05:17:20,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Frank,Diet Coke,Drinks,2025-01-02 05:57:11,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Frank,Starbucks Caramel,Drinks,2025-01-02 05:57:11,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Frank,Blueberry Donut Hole,Donut,2025-01-02 05:57:11,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Frank,Blueberry,Donut,2025-01-02 05:57:11,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Frank,Strawberry,Donut,2025-01-02 05:57:11,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-02 01:11:44,3.0,0.19,3.19,Card,0.0,,1,3.0
Hannah,Tropicana,Drinks,2025-01-02 20:27:57,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-02 20:27:57,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Coffee,Drinks,2025-01-02 03:50:25,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Alice,Coke,Drinks,2025-01-02 03:50:25,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Alice,Strawberry,Donut,2025-01-02 03:50:25,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-02 03:50:25,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Alice,Boston Creme,Donut,2025-01-02 03:50:25,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Charlie,Frosted Donut,Donut,2025-01-02 07:34:53,2.0,0.12,2.12,Card,0.0,,2,1.0
Charlie,Glaze Donut Hole,Donut,2025-01-02 07:34:53,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Blueberry,Donut,2025-01-02 23:32:57,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Frank,Chocolate Donut Hole,Donut,2025-01-02 23:32:57,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Frank,Redbull,Drinks,2025-01-02 23:32:57,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Frank,Blueberry,Donut,2025-01-02 23:32:57,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-02 12:42:33,3.0,0.19,3.19,Card,0.0,BOGO,1,3.0
Frank,Boston Creme,Donut,2025-01-02 07:16:00,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Glaze,Donut,2025-01-02 06:34:02,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-02 06:34:02,2.0,0.12,2.12,Card,0.0,,2,1.0
